9.3498486,56.7408757,17.05277157
9.3501884,56.7406785,17.61484024
9.3505485,56.7405445,18.08353564
9.3508058,56.7404845,18.27946525
9.3510534,56.7404863,18.42297361
9.3514747,56.7405022,19.12488859
9.3521273,56.7405585,19.59059267
9.3524201,56.7405974,19.6217637
9.3525839,56.740629,19.65993092
9.3527255,56.7406626,19.49066956
9.3530759,56.7408002,19.2302682
9.353404,56.7409042,18.23328019
9.3537287,56.7409995,17.60084235
9.354179,56.7410594,17.64437939
9.354581,56.7411511,18.39748246
9.3547868,56.7412058,18.86455513
9.3551147,56.7412693,18.24772977
9.3553365,56.7412905,18.02012931
9.355581,56.7412975,18.32254409
8.5856624,57.0106364,32.07764061
